IDs label avgscores score0 score1 score2 score3
100000 1 0.993792406655 0.996307257642 0.992825477656 0.99076793888 0.995268952441
100001 0 0.364336023797 0.326388235041 0.31384560529 0.355706762378 0.461403492478
100002 1 0.256970144326 0.277927998643 0.218412928731 0.267439519327 0.264100130603
100003 1 0.508231927183 0.536079563278 0.457297422188 0.567678916507 0.47187180676
100004 0 0.393527679902 0.3601882447 0.428519060586 0.445751382344 0.339652031978
100005 1 0.357280024153 0.440689605314 0.391487589368 0.323576977898 0.273365924032
100006 0 0.281935747131 0.259515506247 0.373337764372 0.151290015416 0.343599702488
100007 1 0.994837297917 0.994704489662 0.996113228519 0.99217810387 0.996353369617
100008 0 0.253498350773 0.289366446452 0.176265244803 0.372878760946 0.175482950889
100009 0 0.343681795485 0.328638425319 0.321141497847 0.352233239062 0.372714019713
100010 0 0.34437288461 0.343281574605 0.296226665296 0.396068838017 0.341914460522
100011 0 0.264637152475 0.328526655993 0.222046165248 0.290649738157 0.2173260505
100012 0 0.3450253038 0.23901045494 0.502379893093 0.359108867742 0.279601999424
100013 0 0.251255991176 0.26810726108 0.252444059613 0.227184891398 0.257287752613
100014 1 0.332844594015 0.412460284459 0.306794286527 0.34034742267 0.271776382406
100015 1 0.492818368929 0.440240438116 0.520411713715 0.567591550909 0.443029772975
100016 1 0.497462267201 0.433580508234 0.749391555448 0.39380310557 0.41307389955
100017 0 0.372446543949 0.333338034699 0.559613007696 0.362744060947 0.234091072454
100018 0 0.299496281121 0.233614579895 0.361062114945 0.346510074389 0.256798355254
100019 1 0.229816969747 0.271586404809 0.216742439008 0.184263491656 0.246675543515
100020 0 0.505507120986 0.588256625053 0.498159632811 0.569547281794 0.366064944285
100021 1 0.446504460716 0.803156746965 0.175333470086 0.408212033977 0.399315591836
100022 0 0.656112342882 0.444721756383 0.841547711699 0.501459981366 0.836719922079
100023 1 0.512492691444 0.498789347504 0.595262189578 0.564809087139 0.391110141555
100024 0 0.316214802801 0.272045086768 0.42666399695 0.303214775576 0.26293535191
100025 1 0.497410477534 0.545884138898 0.388522340837 0.452376046987 0.602859383414
100026 1 0.644351802606 0.669807547636 0.656580283927 0.49941514579 0.75160423307
100027 0 0.340116946871 0.360382913022 0.27147568489 0.444425491668 0.284183697903
100028 1 0.390441107748 0.474193631336 0.35045059583 0.317766118046 0.419354085781
100029 0 0.340869937967 0.37834346169 0.238566158847 0.314381780368 0.432188350965
100030 0 0.526440045669 0.462869958753 0.631087314616 0.494181141406 0.5176217679
100031 0 0.469978312591 0.517023097959 0.315914008369 0.446723327991 0.600252816044
100032 0 0.520815062486 0.563840419776 0.607256754956 0.447463693735 0.464699381478
100033 0 0.323543557435 0.222870476586 0.430603862899 0.298281509639 0.342418380614
100034 1 0.447232412804 0.479775082835 0.455585322551 0.439560183365 0.414009062464
100035 1 0.940308384633 0.962196006987 0.936196581988 0.926776194321 0.936064755237
100036 1 0.283177504571 0.445246512703 0.20752725067 0.30079501261 0.179141242302
100037 1 0.504978918627 0.4766948728 0.434534725161 0.507870232583 0.600815843962
100038 0 0.329080208292 0.355516583605 0.372909865638 0.308714620704 0.279179763223
100039 0 0.395067070455 0.516089344601 0.44006036179 0.325071724523 0.299046850906
100040 1 0.470172826204 0.504402488128 0.576315547754 0.396193710156 0.403779558777
100041 0 0.412937355149 0.355524965069 0.397153601811 0.413261657736 0.485809195981
100042 0 0.273425797037 0.408364450539 0.187901211992 0.2204271797 0.277010345918
100043 0 0.306123749296 0.233277250595 0.405511105132 0.29613382975 0.289572811706
100044 0 0.360457325881 0.517980258563 0.31261534103 0.340725937553 0.270507766376
100045 0 0.304033202256 0.24825289739 0.220817041342 0.433377009781 0.313685860512
100046 0 0.350877167425 0.307626422474 0.349448587029 0.335834506921 0.410599153276
100047 0 0.180981156395 0.181704233468 0.131913161687 0.198768235902 0.211538994523
100048 1 0.41112988929 0.495059049897 0.391575246471 0.46095646087 0.296928799923
100049 1 0.785557040159 0.874629421331 0.71472094594 0.844597599718 0.708280193646
100050 1 0.492270197202 0.369927921387 0.663759135229 0.541198191772 0.39419554042
100051 0 0.305082774481 0.35281734741 0.333512580231 0.261034407649 0.272966762634
100052 0 0.361912548005 0.342607714807 0.44800505597 0.257686605467 0.399350815777
100053 1 0.367572525814 0.241858392727 0.377159994153 0.214064966435 0.637206749943
100054 1 0.55123319736 0.621196202252 0.507978222316 0.525748259498 0.550010105373
100055 0 0.255950598243 0.338744157292 0.198913101611 0.226081653614 0.260063480455
100056 0 0.273661248639 0.201586477769 0.25893183432 0.334395862177 0.29973082029
100057 1 0.948470666649 0.962529634867 0.946651430246 0.916326944184 0.968374657301
100058 1 0.480257141528 0.498307431242 0.389247812809 0.487543080723 0.545930241338
100059 0 0.412093043596 0.367085572433 0.494587052018 0.368023619161 0.418675930773
100060 1 0.450227100327 0.510856185136 0.446749035432 0.423173210864 0.420129969875
100061 1 0.517322205299 0.486265493582 0.486449174252 0.663304342135 0.433269811228
100062 1 0.449546512437 0.491915344231 0.317163946244 0.43445460517 0.554652154104
100063 0 0.275628636251 0.276767559225 0.291000161267 0.261636202356 0.273110622155
100064 0 0.274023290016 0.168124247825 0.365900368978 0.334149945202 0.227918598058
100065 1 0.348358983103 0.247468425812 0.389462507255 0.43719095736 0.319314041984
100066 0 0.384097456536 0.429930916429 0.396270171442 0.411910057505 0.298278680767
100067 0 0.329253916168 0.360817931702 0.352675313023 0.33812271819 0.265399701756
100068 1 0.405728273293 0.442459192609 0.377875072522 0.393667200633 0.408911627409
100069 1 0.846988050223 0.800554650957 0.887405142346 0.829035472771 0.870956934816
100070 1 0.41548746736 0.341122933732 0.542773788439 0.470822408966 0.307230738302
100071 0 0.319112864484 0.226761151534 0.421244457087 0.344010676099 0.284435173214
100072 0 0.283272113462 0.330883048324 0.352620213449 0.190319553822 0.259265638253
100073 0 0.374452943732 0.259613267644 0.302724342028 0.522929507036 0.412544658221
100074 1 0.556721763807 0.643214816708 0.599122366994 0.502523596739 0.482026274789
100075 1 0.447582931672 0.345983606629 0.604169553326 0.480939960178 0.359238606557
100076 0 0.282438331599 0.307671247184 0.199411246417 0.38986315678 0.232807676013
100077 1 0.93528928039 0.948247853676 0.905189622029 0.960415483922 0.927304161932
100078 0 0.304850887776 0.42699574389 0.27861955796 0.268290343309 0.245497905947
100079 0 0.331284121306 0.303019896494 0.376190997445 0.313538848845 0.33238674244
100080 0 0.285458212258 0.269073919044 0.362755032241 0.204343048191 0.305660849554
100081 1 0.821009903435 0.836045212864 0.806258415584 0.743187158639 0.898548826653
100082 1 0.407053898916 0.397205700853 0.39021453692 0.427687787175 0.413107570715
100083 0 0.399975295944 0.513123749868 0.466169210532 0.282250959536 0.338357263841
100084 0 0.440334091669 0.512106375609 0.46786305651 0.391727974563 0.389638959996
100085 0 0.219025896127 0.18445489904 0.26141971007 0.151449471692 0.278779503705
100086 0 0.360035729931 0.339322018624 0.362727526579 0.328285484763 0.40980788976
100087 1 0.355883732273 0.395849102186 0.342268470559 0.35521940409 0.330197952258
100088 1 0.40404473232 0.347888309065 0.513074149885 0.271404972592 0.483811497738
100089 1 0.744771989821 0.689100011351 0.740640246899 0.749103011633 0.8002446894
100090 1 0.401854116218 0.426434377359 0.447233839072 0.348097259443 0.385650988996
100091 1 0.20703016792 0.282691575812 0.214249095501 0.10174286699 0.229437133379
100092 0 0.277250056721 0.259226298436 0.240944239224 0.252445573048 0.356384116175
100093 0 0.27179447939 0.243184854749 0.292986034818 0.260125612874 0.290881415121
100094 0 0.300624290305 0.411230473393 0.245964264376 0.31219549724 0.233106926211
100095 0 0.362738959453 0.369251867721 0.379105266569 0.392721707227 0.309876996296
100096 1 0.34712818343 0.322510157411 0.272666429906 0.420741584492 0.372594561912
100097 0 0.208874491291 0.189694156724 0.146861486584 0.199831608206 0.299110713648
100098 1 0.411197585013 0.463489909558 0.439042377582 0.413812389075 0.328445663836
100099 0 0.406275761106 0.567665033119 0.303406224659 0.445606165257 0.308425621388
100100 0 0.330087687405 0.274733713762 0.443996501578 0.203198083641 0.398422450638
100101 1 0.849034764748 0.713551076114 0.910712636401 0.830906946411 0.940968400066
100102 0 0.393058164159 0.490978108805 0.327016186159 0.352827283625 0.401411078047
100103 0 0.481533519372 0.440674847131 0.543901916389 0.396480912238 0.545076401732
100104 0 0.212035203023 0.167344492133 0.380708083119 0.134235212156 0.165853024685
100105 1 0.496631521929 0.247992162674 0.713552767357 0.457207956438 0.567773201249
100106 0 0.27808357232 0.304349227063 0.177677739533 0.386022218232 0.244285104451
100107 0 0.346685664697 0.367161282624 0.292542942813 0.37319505893 0.35384337442
100108 1 0.459036712612 0.462895711983 0.430734073449 0.389722663867 0.55279440115
100109 1 0.389510669654 0.354972041688 0.310231578017 0.476678095045 0.416160963866
100110 1 0.28363343112 0.337161658044 0.305180529445 0.29772439746 0.194467139533
100111 0 0.368704045135 0.436398917841 0.309466261705 0.298278604347 0.430672396647
100112 0 0.411597055056 0.388414231819 0.472835603051 0.373811066297 0.411327319058
100113 1 0.57036405607 0.624098891455 0.57493500718 0.575431510305 0.506990815338
100114 0 0.230759378145 0.253327091405 0.205567140342 0.243940745804 0.22020253503
100115 1 0.523725320544 0.714109092931 0.469224515145 0.463375174282 0.448192499818
100116 1 0.271001456354 0.22177676463 0.212232323065 0.368375292506 0.281621445215
