IDs label avgscores score0 score1 score2 score3
100000 1 0.966069678793 0.979577542972 0.979587514687 0.930193930609 0.974919726904
100001 0 0.188047082519 0.25861729454 0.190131229545 0.122913217859 0.180526588132
100002 1 0.347759684968 0.380855292694 0.460917213886 0.312783343904 0.236482889388
100003 1 0.566695942782 0.581205751765 0.570655780191 0.488797746512 0.626124492661
100004 0 0.32708931015 0.221099430035 0.363094554927 0.385643008932 0.338520246706
100005 1 0.498136390938 0.478486992338 0.568413049617 0.474925802851 0.470719718945
100006 0 0.390750820474 0.323116733351 0.400461915282 0.477496156011 0.361928477252
100007 1 0.93741477252 0.909923384648 0.962490300275 0.903894051611 0.973351353545
100008 0 0.307438372859 0.180087107068 0.365698565545 0.337793078443 0.346174740379
100009 0 0.268237232257 0.259704719765 0.192449073516 0.256502087611 0.364293048136
100010 0 0.427411155786 0.42772679541 0.386980438689 0.468275599961 0.426661789082
100011 0 0.581026409198 0.570722781479 0.587312760053 0.60753177033 0.558538324931
100012 0 0.349426978951 0.411328233692 0.331453947967 0.274393008325 0.380532725818
100013 0 0.378728740993 0.28921389699 0.443889110246 0.274892859605 0.50691909713
100014 1 0.409865012392 0.384400631403 0.428037636467 0.371122123563 0.455899658134
100015 1 0.42421393784 0.445160983075 0.534240280455 0.401251279283 0.316203208547
100016 1 0.584884643176 0.538941037633 0.773997656688 0.487899938493 0.53869993989
100017 0 0.483541190248 0.477362436209 0.471764805661 0.619888878794 0.365148640326
100018 0 0.257414727439 0.251978477449 0.346424486134 0.209470773828 0.221785172346
100019 1 0.325986226741 0.27947038494 0.37911588918 0.338366822298 0.306991810546
100020 0 0.561336605907 0.51649601643 0.666268454964 0.444271237413 0.618310714821
100021 1 0.470640076777 0.733166265996 0.140969364001 0.70528021455 0.30314446256
100022 0 0.569495705331 0.681615691675 0.485407933499 0.731810627495 0.379148568657
100023 1 0.622025161231 0.544794916209 0.707372272825 0.585905840705 0.650027615183
100024 0 0.475284499186 0.455451499394 0.513828571256 0.486597982029 0.445259944063
100025 1 0.542751391854 0.544177202936 0.472167621855 0.600307580426 0.5543531622
100026 1 0.483397292002 0.494773247149 0.427881787189 0.561403825126 0.449530308544
100027 0 0.418146849279 0.430268735213 0.321397041854 0.569472258632 0.351449361417
100028 1 0.466044700646 0.450513796534 0.451015545063 0.427577930129 0.535071530858
100029 0 0.290304675365 0.29391016535 0.29795342355 0.368511186659 0.200843925902
100030 0 0.428145920196 0.499803960849 0.410759846659 0.413554990767 0.388464882511
100031 0 0.373633234298 0.31509291665 0.403536046586 0.251056851288 0.524847122669
100032 0 0.348486346449 0.296454796277 0.379147796747 0.38886712051 0.329475672264
100033 0 0.375589444452 0.32944133311 0.494269695719 0.396197490614 0.282449258365
100034 1 0.395806142033 0.506256177113 0.407957083197 0.342912967848 0.326098339975
100035 1 0.908787839281 0.944064940219 0.930405498059 0.838196307989 0.922484610858
100036 1 0.383636030811 0.260307327332 0.527218831368 0.392038806077 0.354979158466
100037 1 0.802395555713 0.813050442263 0.712160339154 0.828910181659 0.855461259775
100038 0 0.293841539924 0.271237427491 0.274443292511 0.337051935821 0.292633503872
100039 0 0.479110869612 0.451457160796 0.500500198145 0.525782030248 0.438704089257
100040 1 0.328139025324 0.261938639715 0.342999069716 0.335437117269 0.372181274594
100041 0 0.384867157839 0.516606029436 0.353776925024 0.428989789085 0.240095887811
100042 0 0.360796637213 0.351980740611 0.360594721801 0.311163360572 0.41944772587
100043 0 0.314465837328 0.307294882955 0.315191346969 0.266122028229 0.369255091161
100044 0 0.231633104018 0.207637150518 0.241029562107 0.241082905783 0.236782797663
100045 0 0.549427665241 0.50707739536 0.462891337666 0.59111496683 0.636626961107
100046 0 0.202068762826 0.230807850401 0.204684440014 0.148236721641 0.224546039248
100047 0 0.400833916889 0.442168889913 0.328296273386 0.308786368247 0.524084136012
100048 1 0.61190215404 0.580067177734 0.634019362876 0.725052915132 0.508469160417
100049 1 0.62018139032 0.691650499229 0.496371418391 0.714310659319 0.578392984342
100050 1 0.51761035691 0.528952836363 0.51608771041 0.571097982075 0.454302898792
100051 0 0.423170587173 0.436592227575 0.51683321508 0.263126727737 0.476130178298
100052 0 0.292482900195 0.364526137558 0.270592108373 0.254333635674 0.280479719173
100053 1 0.369719539835 0.238860806979 0.433951677417 0.258563639128 0.547502035818
100054 1 0.502243244342 0.535165454194 0.450497043469 0.495513289715 0.527797189989
100055 0 0.446120888294 0.48147545673 0.390073282451 0.468623486237 0.44431132776
100056 0 0.433807660329 0.513443080796 0.415179739345 0.417624531788 0.388983289387
100057 1 0.901385240239 0.934358265159 0.874418134894 0.869785670944 0.926978889957
100058 1 0.403219291704 0.389109848908 0.412269134126 0.349638609106 0.461859574678
100059 0 0.273136193908 0.337374003133 0.232786925971 0.24958710546 0.272796741069
100060 1 0.439961438418 0.39151557716 0.462690946271 0.436297526695 0.469341703548
100061 1 0.378716304646 0.338765698991 0.333697687118 0.487995741737 0.35440609074
100062 1 0.28737082957 0.201001154673 0.260103852638 0.211490045447 0.476888265524
100063 0 0.353067155231 0.41655787428 0.247939106195 0.305647870284 0.442123770163
100064 0 0.478327859596 0.459314419296 0.477780151797 0.453780905096 0.522435962195
100065 1 0.434402701795 0.46275461853 0.443745439024 0.489864724377 0.341246025248
100066 0 0.357025183465 0.312508141947 0.304426630107 0.273459736562 0.537706225245
100067 0 0.374965561839 0.322789749904 0.388526394938 0.381012496573 0.40753360594
100068 1 0.40539814274 0.267518779925 0.432218854903 0.465262797469 0.456592138662
100069 1 0.529647981532 0.409829928528 0.599314469827 0.499348022262 0.610099505513
100070 1 0.546124617665 0.557947999897 0.567324133024 0.600911552129 0.45831478561
100071 0 0.413417579307 0.377848656684 0.486020670677 0.406711932016 0.383089057852
100072 0 0.431195581374 0.610492481473 0.402139852884 0.362308804005 0.349841187136
100073 0 0.455964711485 0.480263833788 0.443011058387 0.432392722131 0.468191231634
100074 1 0.493890130271 0.443165760251 0.573014987123 0.54872058694 0.410659186771
100075 1 0.437871864427 0.381092000949 0.45835727511 0.400368386343 0.511669795307
100076 0 0.320056713495 0.290577356657 0.31132287624 0.277702277016 0.400624344066
100077 1 0.946596916292 0.989262501573 0.880692108024 0.957155734075 0.959277321494
100078 0 0.299073649005 0.353812622567 0.218364469878 0.305872563524 0.318244940052
100079 0 0.443958117433 0.399444179519 0.475403651472 0.536519234704 0.364465404038
100080 0 0.304274115373 0.312413159272 0.397161231277 0.22482938155 0.282692689392
100081 1 0.799146181711 0.826323077445 0.84266813678 0.686366157274 0.841227355345
100082 1 0.336394474788 0.393036235314 0.366435929696 0.327055206918 0.259050527226
100083 0 0.429510026076 0.405140773999 0.497102716701 0.337476962533 0.478319651072
100084 0 0.470630550177 0.396381301495 0.577589476418 0.435880731046 0.472670691749
100085 0 0.338651571851 0.283064895794 0.337127137799 0.388929792615 0.345484461198
100086 0 0.264896060052 0.240565808537 0.276591504281 0.253794472461 0.288632454928
100087 1 0.513990422413 0.441718317267 0.48598005901 0.652031048478 0.476232264895
100088 1 0.398292805164 0.441805927948 0.401163751721 0.444989834272 0.305211706716
100089 1 0.408965144593 0.434468426425 0.516682411152 0.326874607595 0.357835133199
100090 1 0.398786983161 0.347993539906 0.408520241742 0.446031742778 0.39260240822
100091 1 0.327381887319 0.265870551394 0.282527998705 0.27386144472 0.487267554455
100092 0 0.253310901576 0.262405854902 0.297224805544 0.229596546151 0.224016399706
100093 0 0.355394132884 0.399268290901 0.39246333797 0.358736426469 0.271108476195
100094 0 0.256453534433 0.257349139361 0.258841641594 0.25174063699 0.257882719785
100095 0 0.259164202743 0.337069869265 0.217910663039 0.249845663685 0.231830614984
100096 1 0.561296098813 0.572762345642 0.471267930317 0.624753605713 0.57640051358
100097 0 0.262350013538 0.20603358874 0.292904461228 0.30854037889 0.241921625294
100098 1 0.308126830171 0.335027144538 0.284107531308 0.329375759649 0.28399688519
100099 0 0.420588220085 0.483027699303 0.448804016988 0.418337870392 0.332183293656
100100 0 0.301800086872 0.388320504661 0.333579558756 0.26413383392 0.221166450152
100101 1 0.580726777792 0.551251748114 0.749421588505 0.35829947004 0.66393430451
100102 0 0.393960149981 0.345824206928 0.404658336063 0.377409520701 0.447948536233
100103 0 0.330305398827 0.401511698197 0.342703349184 0.314124212301 0.262882335624
100104 0 0.235311837545 0.260496479641 0.232853384911 0.246137862617 0.20175962301
100105 1 0.318046742932 0.28400415221 0.371857060361 0.289803295525 0.32652246363
100106 0 0.36686501242 0.394115470423 0.401236248904 0.363911266453 0.3081970639
100107 0 0.29286573752 0.326761854706 0.27667912885 0.31072293248 0.257299034045
100108 1 0.364748225962 0.325609607923 0.344853165865 0.421022584896 0.367507545163
100109 1 0.39789984224 0.387955972725 0.396753604073 0.377473908697 0.429415883464
100110 1 0.414170764117 0.420469133705 0.350730898432 0.448324949896 0.437158074434
100111 0 0.249607930322 0.172908910023 0.314800652297 0.281601725398 0.229120433569
100112 0 0.448872964522 0.452010306556 0.318006329582 0.456566769321 0.568908452631
100113 1 0.411765025122 0.450784494884 0.415143529163 0.404311933631 0.376820142809
100114 0 0.199493660408 0.12576581446 0.274091800275 0.190199508533 0.207917518362
100115 1 0.570389678116 0.67044425509 0.531604656626 0.632482184079 0.447027616669
100116 1 0.246386059439 0.16942110847 0.378590856914 0.205539151705 0.231993120668
100117 1 0.404248826918 0.387016813384 0.444090849346 0.370476912661 0.41541073228
100118 0 0.35815084294 0.37857665433 0.310247268244 0.432181209684 0.311598239501
100119 0 0.236574438836 0.201380919829 0.262089112173 0.190994904146 0.291832819194
100120 1 0.587742123512 0.482550552645 0.565107235174 0.67612815469 0.62718255154
100121 0 0.319321784638 0.367833393645 0.352334886327 0.311599580897 0.245519277683
100122 0 0.580289097749 0.550794289554 0.700860140058 0.524917881541 0.544584079845
100123 0 0.558592225706 0.605929549368 0.584172988657 0.59782185952 0.446444505277
100124 1 0.458111393852 0.455609868431 0.487334621446 0.512980583587 0.376520501944
100125 0 0.499984976359 0.490017696903 0.473655183559 0.52374142481 0.512525600162
100126 0 0.561120364245 0.652961278322 0.54311265203 0.597744625698 0.450662900928
100127 1 0.529301141728 0.556350324297 0.494290442661 0.595300598018 0.471263201936
100128 0 0.5298174722 0.498452127273 0.53448683638 0.574232147972 0.512098777174
100129 0 0.377857218025 0.415388417684 0.43202939903 0.349089830759 0.314921224628
100130 1 0.839854245228 0.784560616068 0.848023549879 0.874666842979 0.852165971987
100131 0 0.37530201059 0.391334146039 0.457930848569 0.331390086867 0.320552960886
100132 1 0.502553608018 0.40334524747 0.787217590836 0.497613506374 0.322038087393
100133 0 0.301476594464 0.158496793761 0.283708132383 0.37857665433 0.385124797381
100134 0 0.485139496708 0.551148492385 0.472008675303 0.494784835511 0.422615983633
100135 1 0.26783815973 0.221857236328 0.309904875266 0.219166492903 0.320424034422
100136 0 0.25183525262 0.219347023022 0.322268747145 0.276286951288 0.189438289023
100137 0 0.375157513095 0.291843122029 0.441926995827 0.303642576908 0.463217357616
100138 1 0.363493099639 0.472780778256 0.381029032399 0.255641307287 0.344521280613
100139 0 0.385886980979 0.434997774479 0.422932647296 0.33656073849 0.349056763653
100140 1 0.447840714347 0.435504365411 0.497322436293 0.439953862343 0.41858219334
100141 0 0.313561085616 0.368731695202 0.25335996809 0.375073561225 0.257079117945
100142 0 0.359445190704 0.404074824155 0.323986356073 0.362170928753 0.347548653834
100143 0 0.36790777078 0.345099549711 0.38460287649 0.456012805858 0.285915851062
100144 0 0.153068661755 0.123303513875 0.151914862967 0.18109715291 0.155959117267
100145 0 0.322989834157 0.350365307072 0.300819040148 0.321792044893 0.318982944516
100146 0 0.220723819654 0.212175768722 0.202058055394 0.226991668783 0.241669785719
100147 1 0.393570554683 0.319556463723 0.51000787079 0.40745961041 0.337258273811
100148 1 0.186525592582 0.201314288168 0.151975216817 0.227289680899 0.165523184444
100149 1 0.442604593892 0.412158632564 0.422313806273 0.475464372223 0.460481564507
100150 1 0.475453129063 0.499923939109 0.441923411016 0.506928900959 0.453036265168
100151 0 0.242093771479 0.26356683412 0.192472283948 0.236168594908 0.276167372939
100152 1 0.472396368126 0.526251911939 0.516557447708 0.347821880779 0.498954232079
100153 1 0.408048439378 0.44677399396 0.406772879899 0.439409355294 0.339237528357
100154 0 0.31428648818 0.429167874803 0.353713340655 0.37857665433 0.0956880829334
100155 0 0.278778321488 0.340210109439 0.280832926092 0.229915809311 0.26415444111
100156 0 0.576569584693 0.593806067971 0.563679362642 0.636882926982 0.511909981176
100157 1 0.513593212715 0.509302872095 0.488265493668 0.595808572196 0.460995912902
100158 0 0.512788649285 0.450484290993 0.562716908552 0.488385814527 0.54956758307
100159 0 0.362586573397 0.346224658603 0.453634469204 0.300318536023 0.350168629758
100160 0 0.385151204985 0.38066387257 0.431105872588 0.40286268244 0.325972392341
100161 0 0.346977493713 0.321421739702 0.415787748292 0.288232220902 0.362468265956
100162 1 0.999999401355 0.999999876523 0.999999475214 0.999998375729 0.999999877954
100163 0 0.370214976454 0.402710276003 0.37006176432 0.4089209291 0.299166936392
100164 1 0.287604293325 0.27226495329 0.325112395948 0.31160013397 0.241439690091
100165 0 0.295243190283 0.253923522274 0.29553400946 0.218686662434 0.412828566963
100166 1 0.512990924472 0.533360557502 0.505598487618 0.540175011939 0.47282964083
100167 0 0.297432177744 0.319917868433 0.283966381709 0.275656020452 0.310188440382
100168 0 0.339598189175 0.265337219427 0.375561048671 0.378085534151 0.339408954452
100169 0 0.544046422256 0.595164750467 0.55476533223 0.502779260962 0.523476345365
100170 1 0.285295701332 0.43280862705 0.262092536314 0.227047768462 0.219233873501
100171 0 0.283837517262 0.255457349253 0.405284570426 0.220506519758 0.25410162961
100172 1 0.460660939894 0.522203049003 0.508646432471 0.404279674465 0.407514603635
100173 0 0.514324237013 0.308038947544 0.617597126011 0.409208704208 0.722452170289
100174 0 0.253883426922 0.272991545939 0.240112211616 0.223958417331 0.278471532804
100175 0 0.299514433636 0.259054580852 0.244209852427 0.266324601256 0.428468700008
100176 1 0.376893901294 0.369477798922 0.318042504904 0.426475265891 0.393580035458
100177 0 0.341695332575 0.325819765997 0.302477558131 0.359193159658 0.379290846514
100178 0 0.396267776888 0.377689239257 0.333728422422 0.44405516123 0.429598284644
100179 0 0.322331462836 0.394926976289 0.279850659696 0.280236147174 0.334312068186
100180 1 0.464090756913 0.371536791346 0.556129356272 0.414327128958 0.514369751078
100181 0 0.334128633241 0.331371460568 0.319099984947 0.245251202727 0.440791884722
100182 0 0.425059374707 0.390773537899 0.558425831345 0.322455591943 0.428582537642
100183 1 0.473833724581 0.402612083333 0.518731022331 0.46261109486 0.511380697801
100184 1 0.549000198069 0.561602497602 0.537559982494 0.628511466014 0.468326846166
100185 0 0.459787983706 0.589645143861 0.440892729919 0.412646898291 0.395967162752
100186 0 0.241959008797 0.262049306987 0.314918101264 0.17532197606 0.215546650878
100187 1 0.293281026937 0.246376088449 0.32607919536 0.373001120533 0.227667703407
100188 0 0.468474309397 0.513676966342 0.518599057888 0.401117179236 0.440504034122
100189 0 0.357942774787 0.340345928584 0.313770896849 0.414376703423 0.363277570291
100190 1 0.387168008656 0.387357221449 0.433648939874 0.373019190356 0.354646682945
100191 0 0.472227926306 0.477712437938 0.509625514179 0.399217824381 0.502355928725
100192 1 0.466336576462 0.428622790015 0.522313249578 0.418045299112 0.496364967143
100193 0 0.40482745116 0.351408928733 0.458267101685 0.468043883467 0.341589890755
100194 0 0.33502764686 0.274949423853 0.368236366125 0.346319430427 0.350605367034
100195 0 0.460517580703 0.535106644448 0.483436511343 0.411278425052 0.41224874197
100196 1 0.35688427493 0.327743849764 0.365520566888 0.39895741771 0.335315265359
100197 0 0.467668115869 0.456854676314 0.453082029329 0.520299380144 0.44043637769
100198 1 0.555144980855 0.603396289328 0.471122887853 0.557937852806 0.588122893432
100199 1 0.407749131735 0.39796645209 0.349562008968 0.404812424245 0.478655641639
100200 1 0.441515675355 0.449323154645 0.341661150838 0.475035185035 0.500043210901
100201 1 0.383885117807 0.458081790757 0.443469045613 0.355410277965 0.278579356893
100202 0 0.247604368543 0.275347242475 0.167015212169 0.230687624675 0.317367394852
100203 1 0.269146743068 0.214951561167 0.275638448447 0.332685804566 0.253311158093
100204 0 0.300449106129 0.286425842179 0.273767330494 0.358126061777 0.283477190067
100205 0 0.311710433138 0.314193534568 0.327168007027 0.30246700504 0.303013185917
100206 0 0.411555547591 0.396327316601 0.497062623722 0.293316145481 0.459516104562
100207 0 0.465891842835 0.483550864144 0.525032791941 0.439708375084 0.415275340171
100208 1 0.532662922065 0.525150239727 0.446734929968 0.721767165796 0.43699935277
100209 1 0.534199410775 0.644238621443 0.474369271653 0.587112941561 0.431076808444
100210 0 0.414193777616 0.531533114623 0.361745316012 0.368926004485 0.394570675343
100211 0 0.278680009203 0.291759262909 0.259611445042 0.270608548453 0.292740780409
100212 1 0.547011789729 0.546782727239 0.662799078274 0.486295859443 0.492169493959
100213 0 0.406488093381 0.390564004287 0.5216640358 0.403191084309 0.310533249129
